TransactionID,Time,Date,Drinker,License,Bar
355,5:05:25,7/11/2017,Medge Johns,802054-2166,Blue Angel
356,15:23:46,7/5/2017,Erin Gallegos,802054-2166,Blue Angel
357,13:06:20,8/10/2015,Eric Cooper,802054-2166,Blue Angel
358,5:08:52,2/19/2016,Xavier Price,802054-2166,Blue Angel
359,13:43:31,6/20/2017,Brandon Schroeder,802054-2166,Blue Angel
360,15:51:15,11/28/2018,Kyra Kennedy,802054-2166,Blue Angel
361,13:46:57,6/7/2017,Lavinia Best,802054-2166,Blue Angel
362,8:58:54,1/30/2018,Idola Bird,802054-2166,Blue Angel
363,15:46:52,10/10/2018,Justine Mcguire,802054-2166,Blue Angel
364,14:50:40,11/22/2016,Kareem Black,802054-2166,Blue Angel
365,11:47:12,6/1/2017,Winifred Mccall,802054-2166,Blue Angel
366,14:47:09,6/22/2016,Ursa Rowe,802054-2166,Blue Angel
367,16:19:32,8/4/2015,Jordan Franklin,759258-8235,Seven Bamboo
368,11:44:52,11/18/2015,Denton Murray,759258-8235,Seven Bamboo
369,19:13:27,3/22/2016,Gary Shaffer,759258-8235,Seven Bamboo
370,13:01:46,7/18/2018,Yoshio Bryan,759258-8235,Seven Bamboo
371,14:33:51,8/24/2015,Cedric Mason,759258-8235,Seven Bamboo
372,7:31:47,11/8/2017,Kaseem Brown,759258-8235,Seven Bamboo
373,11:02:33,1/14/2015,Rigel Gibbs,759258-8235,Seven Bamboo
374,14:51:37,10/5/2017,Cedric Mason,759258-8235,Seven Bamboo
375,2:09:40,2/26/2018,Merritt Salas,759258-8235,Seven Bamboo
376,20:27:06,7/26/2017,Kadeem Hartman,759258-8235,Seven Bamboo
377,8:46:05,5/1/2018,Yoshio Bryan,759258-8235,Seven Bamboo
378,19:52:23,2/19/2015,Paul Bennett,759258-8235,Seven Bamboo
379,5:36:51,4/20/2015,Madeson Daniel,759258-8235,Seven Bamboo
380,5:58:14,1/2/2015,Halee William,759258-8235,Seven Bamboo
381,13:49:01,2/15/2018,Violet Castro,759258-8235,Seven Bamboo
382,16:35:39,12/4/2015,Christian Guy,759258-8235,Seven Bamboo
383,18:40:06,3/8/2016,Ali Harrell,759258-8235,Seven Bamboo
384,4:45:50,1/30/2017,Luke Jones,759258-8235,Seven Bamboo
385,15:36:53,11/4/2015,Brent Delaney,759258-8235,Seven Bamboo
386,2:32:54,5/7/2015,Olivia Ware,759258-8235,Seven Bamboo
387,20:37:18,4/10/2015,Teegan Cantrell,759258-8235,Seven Bamboo
388,16:01:49,1/3/2018,Talon Whitehead,759258-8235,Seven Bamboo
389,15:42:35,6/17/2016,Ora Dudley,759258-8235,Seven Bamboo
390,19:22:21,4/11/2018,Richard Colon,759258-8235,Seven Bamboo
391,13:34:04,2/11/2015,Tara Griffin,759258-8235,Seven Bamboo
392,14:35:54,9/9/2016,Luke Jones,759258-8235,Seven Bamboo
393,18:13:19,8/2/2017,Buckminster Hodges,759258-8235,Seven Bamboo
394,15:30:27,1/18/2016,Talon Whitehead,759258-8235,Seven Bamboo
395,8:08:25,11/18/2016,Germane Stuart,759258-8235,Seven Bamboo
396,11:32:17,1/8/2015,Yoshio Bryan,759258-8235,Seven Bamboo
397,15:02:33,2/16/2018,Carla Gardner,759258-8235,Seven Bamboo
398,20:52:35,9/28/2018,Trevor Justice,759258-8235,Seven Bamboo
399,16:35:30,1/4/2017,Reece Carroll,759258-8235,Seven Bamboo
400,11:35:26,3/20/2015,Madeson Daniel,759258-8235,Seven Bamboo
401,18:58:39,6/25/2018,Chantale Hale,759258-8235,Seven Bamboo
402,5:25:11,5/1/2018,Vernon Rojas,759258-8235,Seven Bamboo
403,11:17:43,5/21/2018,Buckminster Hodges,759258-8235,Seven Bamboo
404,4:20:49,3/5/2018,Chantale Hale,759258-8235,Seven Bamboo
405,15:43:33,6/22/2017,Olivia Ware,759258-8235,Seven Bamboo
406,7:20:39,2/25/2016,Madeson Daniel,759258-8235,Seven Bamboo
407,11:12:39,4/10/2018,Ora Dudley,759258-8235,Seven Bamboo
408,4:31:05,10/14/2015,Hop Williamson,759258-8235,Seven Bamboo
409,14:09:16,2/26/2015,Lois Mcclain,759258-8235,Seven Bamboo
410,3:07:43,6/26/2017,Alan Shaffer,759258-8235,Seven Bamboo
411,4:42:08,9/8/2015,Jonas Ware,759258-8235,Seven Bamboo
412,13:34:38,1/11/2018,Isadora Meyers,759258-8235,Seven Bamboo
413,12:52:19,6/15/2016,Allegra Miles,759258-8235,Seven Bamboo
414,7:52:59,12/23/2015,Ashely Woodward,759258-8235,Seven Bamboo
415,12:27:52,4/20/2017,Teegan Cantrell,759258-8235,Seven Bamboo
416,15:23:56,12/8/2017,Tara Hobbs,759258-8235,Seven Bamboo
417,9:50:21,9/18/2017,Maite Barrett,759258-8235,Seven Bamboo
418,6:44:41,4/22/2015,Chaim Daniels,759258-8235,Seven Bamboo
419,6:40:36,3/23/2018,Ashely Woodward,759258-8235,Seven Bamboo
420,16:11:57,1/26/2016,Kyle Wheeler,759258-8235,Seven Bamboo
421,10:18:10,10/1/2018,Deirdre James,759258-8235,Seven Bamboo
422,7:32:45,2/20/2017,Olivia Ware,759258-8235,Seven Bamboo
423,8:02:19,9/23/2016,Hop Williamson,759258-8235,Seven Bamboo
424,10:10:27,7/3/2017,Tara Hobbs,759258-8235,Seven Bamboo
425,16:07:52,3/13/2015,Jonas Ware,759258-8235,Seven Bamboo
426,16:07:25,2/15/2018,Yael Cooke,759258-8235,Seven Bamboo
427,4:10:35,7/20/2015,Tara Hobbs,759258-8235,Seven Bamboo
428,12:06:13,7/9/2015,Uta Abbott,759258-8235,Seven Bamboo
429,6:49:44,7/15/2015,Connor Combs,759258-8235,Seven Bamboo
430,14:07:14,6/3/2016,Acton Gibson,759258-8235,Seven Bamboo
431,12:42:36,1/6/2016,Mollie Shaw,759258-8235,Seven Bamboo
432,11:24:37,7/23/2018,Calvin Erickson,759258-8235,Seven Bamboo
433,4:59:15,5/2/2016,Veronica Beck,759258-8235,Seven Bamboo
434,4:57:28,5/8/2015,Stacy Hurley,759258-8235,Seven Bamboo
435,20:53:54,6/30/2015,Olivia Ware,759258-8235,Seven Bamboo
436,18:01:49,8/22/2018,Yoshio Bryan,759258-8235,Seven Bamboo
437,2:59:49,8/14/2015,Jordan Franklin,759258-8235,Seven Bamboo
438,7:03:52,9/27/2017,Jonas Ware,759258-8235,Seven Bamboo
439,17:49:47,7/14/2015,Violet Castro,759258-8235,Seven Bamboo
440,17:03:33,11/19/2018,Hashim Bradshaw,759258-8235,Seven Bamboo
441,6:39:40,6/22/2017,Zeph Molina,759258-8235,Seven Bamboo
442,10:29:42,4/17/2017,Hop Williamson,759258-8235,Seven Bamboo
443,4:35:34,9/18/2015,Venus William,759258-8235,Seven Bamboo
444,2:16:54,8/18/2017,Thaddeus Dickerson,759258-8235,Seven Bamboo
445,4:21:13,2/16/2018,Yael Cooke,759258-8235,Seven Bamboo
446,8:08:13,5/16/2016,Ashely Woodward,759258-8235,Seven Bamboo
447,4:38:57,11/16/2015,Richard Colon,759258-8235,Seven Bamboo
448,8:42:04,4/16/2018,Wilma Peck,759258-8235,Seven Bamboo
449,5:19:03,11/28/2017,Orla Rollins,759258-8235,Seven Bamboo
450,10:20:19,7/23/2015,Germane Stuart,759258-8235,Seven Bamboo
451,11:25:50,6/15/2017,Hammett Williams,759258-8235,Seven Bamboo
452,14:55:11,11/15/2017,Shana Keith,759258-8235,Seven Bamboo
453,9:54:16,4/10/2017,Florence Hines,574707-0877,PINEY BRANCH PUB
454,19:12:59,12/28/2016,Warren Fields,574707-0877,PINEY BRANCH PUB
455,9:30:38,1/4/2018,Charlotte Nixon,574707-0877,PINEY BRANCH PUB
456,18:41:20,7/5/2016,Macey Garcia,574707-0877,PINEY BRANCH PUB
457,3:47:55,7/4/2018,Honorato Hurst,574707-0877,PINEY BRANCH PUB
458,17:58:33,8/18/2017,Armand Huber,574707-0877,PINEY BRANCH PUB
459,12:41:21,5/18/2016,Ima Massey,574707-0877,PINEY BRANCH PUB
460,6:17:28,4/5/2018,Rooney Rosario,574707-0877,PINEY BRANCH PUB
461,5:19:15,8/11/2016,Anne Landry,574707-0877,PINEY BRANCH PUB
462,11:14:27,11/17/2016,Reece Shaw,574707-0877,PINEY BRANCH PUB
463,16:19:21,8/11/2017,Kasper Freeman,574707-0877,PINEY BRANCH PUB
464,11:49:22,9/28/2016,Amaya Christensen,574707-0877,PINEY BRANCH PUB
465,15:37:21,12/28/2018,Caldwell Pollard,574707-0877,PINEY BRANCH PUB
466,12:22:53,10/12/2015,Justina Moon,574707-0877,PINEY BRANCH PUB
467,6:45:22,7/28/2015,Alana Mcclure,574707-0877,PINEY BRANCH PUB
468,6:58:06,9/28/2018,Tanner Aguilar,574707-0877,PINEY BRANCH PUB
469,20:30:11,8/15/2017,Regan Mayer,574707-0877,PINEY BRANCH PUB
470,11:44:27,11/1/2016,Elijah Kennedy,574707-0877,PINEY BRANCH PUB
471,17:01:57,8/13/2018,Walker Nielsen,574707-0877,PINEY BRANCH PUB
472,11:13:59,3/12/2015,Griffin Gutierrez,574707-0877,PINEY BRANCH PUB
473,9:26:00,8/24/2017,Oliver Barrett,574707-0877,PINEY BRANCH PUB
474,10:40:55,4/27/2017,Fleur Walls,574707-0877,PINEY BRANCH PUB
475,13:12:51,4/23/2015,Marshall Swanson,574707-0877,PINEY BRANCH PUB
476,5:53:25,11/3/2015,Steel Mckee,574707-0877,PINEY BRANCH PUB
477,17:58:11,4/24/2017,Ila Mosley,574707-0877,PINEY BRANCH PUB
478,8:26:14,1/26/2018,Raymond Brown,574707-0877,PINEY BRANCH PUB
479,8:39:05,10/10/2017,Elijah Kennedy,574707-0877,PINEY BRANCH PUB
480,10:27:29,5/1/2017,Plato Pena,574707-0877,PINEY BRANCH PUB
481,14:40:38,7/14/2017,Macey Garcia,574707-0877,PINEY BRANCH PUB
482,5:39:39,4/13/2018,Amena Barker,574707-0877,PINEY BRANCH PUB
483,10:04:13,7/14/2016,Devin Cherry,574707-0877,PINEY BRANCH PUB
484,15:17:41,8/13/2015,Charlotte Nixon,574707-0877,PINEY BRANCH PUB
485,14:12:59,10/23/2017,Malcolm Rodriguez,574707-0877,PINEY BRANCH PUB
486,6:36:05,1/21/2016,Devin Cherry,574707-0877,PINEY BRANCH PUB
487,16:19:47,5/7/2018,Lewis Combs,574707-0877,PINEY BRANCH PUB
488,7:03:35,4/14/2017,Cairo Benjamin,574707-0877,PINEY BRANCH PUB
489,5:30:54,2/22/2018,Alfonso Farrell,574707-0877,PINEY BRANCH PUB
490,3:39:15,3/5/2018,Oren Barton,574707-0877,PINEY BRANCH PUB
491,5:45:54,9/15/2015,Ignacia Hyde,574707-0877,PINEY BRANCH PUB
492,12:41:40,2/23/2017,Reuben Bass,574707-0877,PINEY BRANCH PUB
493,8:14:35,9/2/2015,Ariel Davis,574707-0877,PINEY BRANCH PUB
494,12:16:44,5/16/2018,Heather Blanchard,574707-0877,PINEY BRANCH PUB
495,12:03:38,1/14/2016,Illiana Blanchard,574707-0877,PINEY BRANCH PUB
496,15:00:20,4/25/2017,Ima Massey,574707-0877,PINEY BRANCH PUB
497,17:55:38,3/3/2017,Kenyon Albert,574707-0877,PINEY BRANCH PUB
498,10:15:17,6/15/2015,Deirdre Middleton,574707-0877,PINEY BRANCH PUB
499,3:59:21,10/26/2018,Rooney Alvarado,574707-0877,PINEY BRANCH PUB
500,9:11:15,5/1/2017,Solomon David,574707-0877,PINEY BRANCH PUB
501,3:01:07,11/26/2015,Ashely Mcmillan,574707-0877,PINEY BRANCH PUB
502,10:20:57,7/5/2018,Allistair Hutchinson,574707-0877,PINEY BRANCH PUB
503,15:58:02,6/1/2015,Armand Huber,574707-0877,PINEY BRANCH PUB
504,4:47:20,4/24/2018,Declan Cash,574707-0877,PINEY BRANCH PUB
505,5:15:19,9/9/2015,Solomon David,574707-0877,PINEY BRANCH PUB
506,18:46:56,8/28/2017,Nissim Booth,574707-0877,PINEY BRANCH PUB
507,4:52:32,6/17/2015,Daniel Day,574707-0877,PINEY BRANCH PUB
508,13:59:49,11/7/2018,Devin Cherry,574707-0877,PINEY BRANCH PUB
509,5:08:10,10/7/2016,Lenore Tucker,574707-0877,PINEY BRANCH PUB
510,11:57:52,1/20/2016,Jennifer Black,574707-0877,PINEY BRANCH PUB
511,13:32:31,8/29/2017,Honorato Hurst,574707-0877,PINEY BRANCH PUB
512,3:25:43,1/29/2016,Christopher Mcintosh,574707-0877,PINEY BRANCH PUB
513,4:43:07,2/7/2018,Solomon David,574707-0877,PINEY BRANCH PUB
514,3:02:31,7/26/2017,Lenore Tucker,574707-0877,PINEY BRANCH PUB
515,10:36:37,3/8/2018,Charde Alvarado,574707-0877,PINEY BRANCH PUB
516,10:54:49,7/3/2017,Cassady Sandoval,574707-0877,PINEY BRANCH PUB
517,16:37:38,10/20/2015,Christopher Mcintosh,574707-0877,PINEY BRANCH PUB
518,6:06:53,8/6/2015,Dean Kim,574707-0877,PINEY BRANCH PUB
519,20:52:10,5/17/2018,Marah Morrison,574707-0877,PINEY BRANCH PUB
520,5:42:45,5/11/2015,Steel Mckee,574707-0877,PINEY BRANCH PUB
521,15:31:21,10/30/2015,Louis Juarez,574707-0877,PINEY BRANCH PUB
522,17:34:55,11/21/2016,Deirdre Middleton,574707-0877,PINEY BRANCH PUB
523,5:26:21,12/13/2016,Ivy Mcconnell,574707-0877,PINEY BRANCH PUB
524,13:55:21,5/8/2018,Sandra Larsen,574707-0877,PINEY BRANCH PUB
525,18:43:28,2/7/2017,Timothy Wilkerson,574707-0877,PINEY BRANCH PUB
526,9:32:24,11/25/2015,Alexa Stein,574707-0877,PINEY BRANCH PUB
527,15:39:11,11/12/2015,Declan Cash,574707-0877,PINEY BRANCH PUB
528,10:59:13,3/13/2015,Talon Wiggins,574707-0877,PINEY BRANCH PUB
529,12:39:30,6/25/2018,Echo Park,574707-0877,PINEY BRANCH PUB
530,9:29:47,7/11/2017,Alexa Stein,574707-0877,PINEY BRANCH PUB
531,19:06:30,6/22/2015,Louis Juarez,574707-0877,PINEY BRANCH PUB
532,4:48:46,6/23/2015,Elliott Rivers,574707-0877,PINEY BRANCH PUB
533,7:33:26,12/22/2015,Kuame Knox,574707-0877,PINEY BRANCH PUB
534,5:24:27,4/19/2018,Louis Juarez,574707-0877,PINEY BRANCH PUB
535,6:40:13,6/21/2018,Amena Barker,574707-0877,PINEY BRANCH PUB
536,13:10:16,7/29/2015,Ila Mosley,574707-0877,PINEY BRANCH PUB
537,6:52:20,5/29/2015,Lenore Tucker,574707-0877,PINEY BRANCH PUB
538,6:22:16,12/8/2016,Charde Alvarado,574707-0877,PINEY BRANCH PUB
539,16:01:57,8/7/2018,Austin Velazquez,574707-0877,PINEY BRANCH PUB
540,8:19:11,8/26/2016,Martha Mccarthy,574707-0877,PINEY BRANCH PUB
541,7:14:46,11/16/2018,Ila Mosley,574707-0877,PINEY BRANCH PUB
542,12:03:45,12/26/2018,Rudyard Maldonado,574707-0877,PINEY BRANCH PUB
543,5:37:54,7/26/2016,Rogan Rhodes,574707-0877,PINEY BRANCH PUB
544,9:00:23,8/30/2016,Zephania Merritt,574707-0877,PINEY BRANCH PUB
545,14:25:47,1/7/2015,Caryn Stark,574707-0877,PINEY BRANCH PUB
546,20:10:18,2/16/2015,Charde Alvarado,574707-0877,PINEY BRANCH PUB
547,14:55:04,12/31/2018,Brenna Ballard,574707-0877,PINEY BRANCH PUB
548,12:18:25,1/30/2017,Nash Hayden,574707-0877,PINEY BRANCH PUB
549,3:48:22,1/7/2015,Cole Stewart,574707-0877,PINEY BRANCH PUB
550,11:14:12,7/20/2018,Solomon David,574707-0877,PINEY BRANCH PUB
551,17:50:35,9/5/2016,Macon Crane,574707-0877,PINEY BRANCH PUB
552,11:16:40,3/21/2016,Illiana Blanchard,574707-0877,PINEY BRANCH PUB
553,4:03:18,1/12/2018,Buckminster Hodges,555889-1650,Le Syndicat
554,3:54:46,9/12/2018,Uta Abbott,555889-1650,Le Syndicat
555,7:02:45,7/13/2017,Trevor Justice,555889-1650,Le Syndicat
556,12:08:56,12/12/2018,Jerry Holland,555889-1650,Le Syndicat
557,6:38:42,1/26/2017,Rigel Gibbs,555889-1650,Le Syndicat
558,13:53:35,6/16/2017,Talon Whitehead,555889-1650,Le Syndicat
559,12:44:41,7/17/2018,Kyra Knox,555889-1650,Le Syndicat
560,12:53:42,7/14/2015,Jerry Holland,555889-1650,Le Syndicat
561,14:50:39,9/13/2017,Kadeem Cain,555889-1650,Le Syndicat
562,16:13:10,3/10/2016,Ross Bright,555889-1650,Le Syndicat
563,17:19:05,8/21/2015,Illana Maddox,555889-1650,Le Syndicat
564,18:53:33,3/28/2017,Gray Kaufman,555889-1650,Le Syndicat
565,17:20:25,11/16/2016,Shana Keith,555889-1650,Le Syndicat
566,12:55:59,6/29/2017,Connor Combs,555889-1650,Le Syndicat
567,17:12:01,6/24/2015,Tara Hobbs,555889-1650,Le Syndicat
568,4:16:14,3/23/2017,Lucas Knapp,555889-1650,Le Syndicat
569,9:08:00,3/26/2018,Harding Sosa,555889-1650,Le Syndicat
570,12:19:22,2/7/2017,Baxter Gilliam,555889-1650,Le Syndicat
571,15:52:07,1/8/2018,Wilma Peck,555889-1650,Le Syndicat
572,11:28:41,5/12/2017,Carla Gardner,555889-1650,Le Syndicat
573,8:48:56,2/23/2017,Jordan Franklin,555889-1650,Le Syndicat
574,3:14:59,12/13/2016,Chaim Daniels,555889-1650,Le Syndicat
575,4:56:02,4/4/2016,Shana Keith,555889-1650,Le Syndicat
576,4:21:42,5/20/2016,Tara Hobbs,555889-1650,Le Syndicat
577,16:27:46,5/12/2016,Violet Castro,555889-1650,Le Syndicat
578,11:09:14,6/29/2018,Kaseem Brown,555889-1650,Le Syndicat
579,18:57:44,9/10/2015,Zorita Blanchard,555889-1650,Le Syndicat
580,17:33:02,11/8/2016,Fulton Prince,555889-1650,Le Syndicat
581,18:56:48,9/8/2017,Olivia Ware,555889-1650,Le Syndicat
582,6:04:17,6/29/2017,Teegan Cantrell,555889-1650,Le Syndicat
583,5:06:37,1/21/2016,Luke Jones,555889-1650,Le Syndicat
584,8:34:09,6/8/2016,Deirdre James,555889-1650,Le Syndicat
585,3:48:09,1/12/2015,Madeson Daniel,555889-1650,Le Syndicat
586,10:51:23,3/27/2017,Stacy Hurley,555889-1650,Le Syndicat
587,18:54:01,1/18/2018,Brent Delaney,555889-1650,Le Syndicat
588,3:23:04,1/14/2016,Tara Hobbs,555889-1650,Le Syndicat
589,9:22:15,12/6/2017,Nero Dawson,555889-1650,Le Syndicat
590,10:48:15,4/22/2015,Dorothy Lowery,555889-1650,Le Syndicat
591,18:46:21,12/15/2016,Rigel Gibbs,555889-1650,Le Syndicat
592,18:10:58,7/25/2018,Cassady Lee,555889-1650,Le Syndicat
593,4:46:25,5/2/2018,Helen Mendoza,555889-1650,Le Syndicat
594,9:41:32,3/23/2016,Gray Kaufman,555889-1650,Le Syndicat
595,17:13:19,3/17/2016,Chiquita Cote,555889-1650,Le Syndicat
596,9:50:11,5/4/2017,Harding Sosa,555889-1650,Le Syndicat
597,17:06:02,10/9/2017,Brittany Lucas,555889-1650,Le Syndicat
598,18:43:46,6/16/2015,Akeem Meadows,555889-1650,Le Syndicat
599,18:52:42,12/26/2016,Illana Maddox,555889-1650,Le Syndicat
600,7:40:04,11/6/2017,Palmer Lyons,555889-1650,Le Syndicat
601,5:55:46,6/24/2016,Chantale Hale,555889-1650,Le Syndicat
602,6:32:28,1/12/2015,Madeson Daniel,555889-1650,Le Syndicat
603,16:42:37,4/30/2015,Mollie Shaw,555889-1650,Le Syndicat
604,8:15:27,4/18/2017,Casey Valentine,555889-1650,Le Syndicat
605,18:51:27,8/24/2018,Camilla Bowers,555889-1650,Le Syndicat
606,4:45:00,1/27/2015,Kadeem Hartman,555889-1650,Le Syndicat
607,6:04:04,4/29/2016,Venus William,555889-1650,Le Syndicat
608,13:05:57,1/9/2017,Shana Keith,555889-1650,Le Syndicat
609,6:39:28,1/11/2017,Abel Barnes,555889-1650,Le Syndicat
610,12:17:54,11/6/2018,Allegra Miles,555889-1650,Le Syndicat
611,17:00:27,9/21/2016,Mollie Shaw,555889-1650,Le Syndicat
612,17:17:34,10/8/2015,Acton Gibson,555889-1650,Le Syndicat
613,9:29:42,2/6/2018,Talon Whitehead,555889-1650,Le Syndicat
614,11:32:28,3/13/2015,Akeem Meadows,555889-1650,Le Syndicat
615,13:10:18,8/17/2018,Teegan Cantrell,555889-1650,Le Syndicat
616,5:58:48,11/13/2015,Orla Rollins,555889-1650,Le Syndicat
617,10:43:44,3/24/2016,Chaim Daniels,555889-1650,Le Syndicat
618,15:55:39,1/31/2018,Jonas Ware,555889-1650,Le Syndicat
619,15:16:32,10/4/2018,Cassady Lee,555889-1650,Le Syndicat
620,14:57:12,4/24/2017,Lois Mcclain,555889-1650,Le Syndicat
621,16:33:34,5/19/2017,Madeson Daniel,555889-1650,Le Syndicat
622,5:34:39,5/21/2015,Reece Carroll,555889-1650,Le Syndicat
623,3:32:07,6/14/2016,Casey Valentine,555889-1650,Le Syndicat
624,9:57:36,6/10/2016,Allegra Miles,555889-1650,Le Syndicat
625,16:44:41,10/4/2016,Isadora Meyers,555889-1650,Le Syndicat
626,16:35:30,8/3/2016,Merritt Salas,555889-1650,Le Syndicat
627,5:18:28,1/6/2016,Odette Hinton,555889-1650,Le Syndicat
628,17:58:54,8/30/2018,Kylynn Bean,555889-1650,Le Syndicat
629,8:39:18,1/24/2018,Desirae Pratt,555889-1650,Le Syndicat
630,18:26:52,9/22/2015,Venus William,555889-1650,Le Syndicat
631,19:10:04,10/17/2017,Christian Guy,555889-1650,Le Syndicat
632,5:01:41,5/7/2018,Chiquita Cote,555889-1650,Le Syndicat
633,8:27:42,4/4/2016,Denton Murray,555889-1650,Le Syndicat
634,12:29:34,3/9/2016,Noble Gomez,555889-1650,Le Syndicat
635,3:00:19,5/11/2016,Ronan Murray,555889-1650,Le Syndicat
636,3:04:15,7/9/2015,Talon Whitehead,555889-1650,Le Syndicat
637,15:13:57,9/20/2017,Gray Kaufman,555889-1650,Le Syndicat
638,10:18:54,6/30/2015,Mollie Wallace,768883-3750,Blue Tattoo
639,14:59:16,12/22/2015,Sylvester Lindsey,768883-3750,Blue Tattoo
640,10:23:37,6/1/2018,Sylvester Lindsey,768883-3750,Blue Tattoo
641,9:46:59,5/8/2017,Alan Hardy,768883-3750,Blue Tattoo
642,16:14:50,5/29/2017,Louis Snyder,768883-3750,Blue Tattoo
643,16:35:50,11/30/2018,Alan Hardy,768883-3750,Blue Tattoo
644,8:46:26,5/15/2017,Tamekah Johns,768883-3750,Blue Tattoo
645,11:11:52,5/26/2016,Ria Donovan,768883-3750,Blue Tattoo
646,1:06:39,1/1/2015,Sierra Pollard,768883-3750,Blue Tattoo
647,11:57:27,5/29/2017,Sylvester Lindsey,768883-3750,Blue Tattoo
648,1:50:43,10/25/2016,Ria Donovan,768883-3750,Blue Tattoo
649,11:40:28,4/17/2015,Alan Hardy,768883-3750,Blue Tattoo
650,2:15:47,6/9/2016,Vance Avila,768883-3750,Blue Tattoo
651,6:15:42,10/6/2015,Louis Carson,768883-3750,Blue Tattoo
652,5:07:32,1/13/2015,Amery Gibson,768883-3750,Blue Tattoo
653,10:03:43,2/28/2018,Louis Carson,768883-3750,Blue Tattoo
654,5:01:32,1/8/2016,Bianca Diaz,768883-3750,Blue Tattoo
655,7:29:26,1/18/2018,Madison Langley,768883-3750,Blue Tattoo
656,10:27:14,5/26/2017,Indira Conrad,768883-3750,Blue Tattoo
657,4:26:08,6/15/2017,Brandon Christian,768883-3750,Blue Tattoo
658,17:58:33,10/18/2017,Desirae Witt,768883-3750,Blue Tattoo
659,8:25:32,5/10/2018,Faith Reyes,768883-3750,Blue Tattoo
660,15:10:33,4/6/2015,Teegan Fisher,768883-3750,Blue Tattoo
661,13:40:52,3/15/2017,Herman Mcfadden,768883-3750,Blue Tattoo
662,14:00:29,5/11/2017,Amanda Wallace,768883-3750,Blue Tattoo
663,11:33:42,9/8/2017,Yeo Franklin,768883-3750,Blue Tattoo
664,8:16:27,3/27/2017,Madison Langley,768883-3750,Blue Tattoo
665,12:05:39,8/18/2016,Indira Conrad,768883-3750,Blue Tattoo
666,3:19:53,12/4/2015,Alea Yang,768883-3750,Blue Tattoo
667,17:16:49,4/17/2017,Kevin Weiss,768883-3750,Blue Tattoo
668,2:07:41,11/16/2015,Hoyt Medina,768883-3750,Blue Tattoo
669,16:10:50,1/14/2015,Vance Avila,768883-3750,Blue Tattoo
670,2:10:10,9/8/2016,Desirae Witt,768883-3750,Blue Tattoo
671,9:39:35,8/20/2015,Fitzgerald Riley,768883-3750,Blue Tattoo
672,2:58:26,2/3/2015,Tamekah Johns,768883-3750,Blue Tattoo
673,13:45:03,8/14/2018,Felix Farmer,768883-3750,Blue Tattoo
674,3:49:34,11/14/2016,Illiana Taylor,768883-3750,Blue Tattoo
675,5:34:56,5/21/2018,Hop Burns,768883-3750,Blue Tattoo
676,2:24:43,10/1/2018,Mason Ford,768883-3750,Blue Tattoo
677,3:20:18,2/23/2016,Tatum Fry,768883-3750,Blue Tattoo
678,7:32:59,7/20/2017,Illiana Taylor,768883-3750,Blue Tattoo
679,3:41:45,10/3/2016,Darryl Morse,768883-3750,Blue Tattoo
680,2:26:11,5/31/2018,Tallulah Brewer,768883-3750,Blue Tattoo
681,5:42:43,6/6/2018,Zoe Terry,768883-3750,Blue Tattoo
682,6:04:45,4/8/2015,Serena Alford,768883-3750,Blue Tattoo
683,14:12:26,8/26/2015,Adam Roach,768883-3750,Blue Tattoo
684,10:16:11,11/14/2017,Quamar Tyson,768883-3750,Blue Tattoo
685,8:46:19,7/15/2016,Lesley Mcgowan,768883-3750,Blue Tattoo
686,11:17:44,5/22/2015,Kevin Weiss,768883-3750,Blue Tattoo
687,7:57:31,9/18/2018,Amery Gibson,768883-3750,Blue Tattoo
688,16:43:01,8/31/2016,Felix Spence,768883-3750,Blue Tattoo
689,7:33:17,9/16/2015,Hoyt Medina,768883-3750,Blue Tattoo
690,2:57:36,7/7/2016,Brandon Christian,768883-3750,Blue Tattoo
691,5:28:46,4/14/2015,Remedios Cunningham,768883-3750,Blue Tattoo
692,5:17:22,2/16/2018,Teegan Fisher,768883-3750,Blue Tattoo
693,2:32:01,3/27/2017,Mallory Hughes,768883-3750,Blue Tattoo
694,6:53:58,7/18/2017,Mallory Hughes,768883-3750,Blue Tattoo
695,12:02:32,12/7/2016,Amanda Wallace,768883-3750,Blue Tattoo
696,14:29:22,7/3/2017,Baker Mayer,768883-3750,Blue Tattoo
697,9:12:17,10/17/2018,Richard Montoya,768883-3750,Blue Tattoo
698,3:20:16,10/27/2015,Lucian Gallegos,768883-3750,Blue Tattoo
699,1:25:59,10/23/2015,Fitzgerald Riley,768883-3750,Blue Tattoo
700,12:52:12,2/15/2017,Vance Avila,768883-3750,Blue Tattoo
701,14:20:54,7/20/2017,Tallulah Brewer,768883-3750,Blue Tattoo
702,1:22:08,7/25/2017,Laurel Fulton,768883-3750,Blue Tattoo
703,11:24:42,4/13/2015,Bianca Diaz,768883-3750,Blue Tattoo
704,10:53:29,12/27/2016,Laurel Fulton,768883-3750,Blue Tattoo
705,17:59:11,10/21/2016,Leandra Potter,768883-3750,Blue Tattoo
706,3:25:52,3/29/2018,Darryl Morse,768883-3750,Blue Tattoo
707,8:46:44,7/27/2018,Brandon Christian,768883-3750,Blue Tattoo
708,6:05:32,2/15/2018,Katelyn Ochoa,768883-3750,Blue Tattoo
709,14:34:32,7/26/2016,Leandra Potter,768883-3750,Blue Tattoo
