id,Bar,BarState,License,Name,DrinkerState,SSN,YesOrNo
2,ASPEN HILL BAR & GRILL,Tennessee,122581-2526,Leilani Gonzalez,Tennessee,445-49-07,No
28,SAMOVAR,Tennessee,569005-3193,Leilani Gonzalez,Tennessee,445-49-07,Yes
49,Septime La Cave,Tennessee,207005-7456,Leilani Gonzalez,Tennessee,445-49-07,No
86,Bar Italiya,Tennessee,278532-0199,Leilani Gonzalez,Tennessee,445-49-07,No
205,Purple Bar at Sanderson,Tennessee,016922-4284,Leilani Gonzalez,Tennessee,445-49-07,No
226,Ninetyeight Bar & Lounge,Tennessee,023694-3510,Leilani Gonzalez,Tennessee,445-49-07,No
26,BOCA BOTANA'S,Utah,633641-0946,Roth Green,Utah,449-97-05,No
29,KOREAN KORNER,Utah,252115-9828,Roth Green,Utah,449-97-05,No
83,TASTE OF EUROPE,Utah,383254-4286,Roth Green,Utah,449-97-05,Yes
112,MRS. K'S TOLL HOUSE,Utah,204463-2632,Roth Green,Utah,449-97-05,Yes
193,THAI TASTE,Utah,393201-0154,Roth Green,Utah,449-97-05,No
206,SASUNS,Utah,239755-5612,Roth Green,Utah,449-97-05,No
184,Belowzero Ice Bar,Texas,679007-3636,Caesar Petty,Texas,343-30-01,No
186,RED BOWL,Texas,707445-3676,Caesar Petty,Texas,343-30-01,Yes
195,The Coral Room,Texas,336670-1716,Caesar Petty,Texas,343-30-01,Yes
207,WATERSHED CAFE,Texas,668344-5222,Caesar Petty,Texas,343-30-01,Yes
245,The Chandos Arms,Texas,072616-5319,Caesar Petty,Texas,343-30-01,No
2,ASPEN HILL BAR & GRILL,Tennessee,122581-2526,Wynter Cooke,Tennessee,875-74-00,No
28,SAMOVAR,Tennessee,569005-3193,Wynter Cooke,Tennessee,875-74-00,Yes
49,Septime La Cave,Tennessee,207005-7456,Wynter Cooke,Tennessee,875-74-00,Yes
86,Bar Italiya,Tennessee,278532-0199,Wynter Cooke,Tennessee,875-74-00,No
205,Purple Bar at Sanderson,Tennessee,016922-4284,Wynter Cooke,Tennessee,875-74-00,Yes
226,Ninetyeight Bar & Lounge,Tennessee,023694-3510,Wynter Cooke,Tennessee,875-74-00,No
19,The Blank Club,North Carolina,307264-2642,Cole Holden,North Carolina,134-86-04,Yes
22,J N K BEER & WINE,North Carolina,368909-3791,Cole Holden,North Carolina,134-86-04,No
34,MELLOW MUSHROOM,North Carolina,826547-8266,Cole Holden,North Carolina,134-86-04,No
56,SHANGHAI VILLAGE,North Carolina,329549-8939,Cole Holden,North Carolina,134-86-04,No
24,PIZZERIA DAMARCO,Washington,443927-4046,Shad Ball,Washington,515-29-04,Yes
96,EL AMATE RESTAURANT,Washington,284564-0263,Shad Ball,Washington,515-29-04,No
101,M&BZ,Washington,474140-4315,Shad Ball,Washington,515-29-04,No
243,BANGKOK GARDEN RESTAURANT,Washington,577007-7120,Shad Ball,Washington,515-29-04,No
125,SPRING BEER HOUSE,Nevada,556027-9498,Brenden Dixon,Nevada,808-01-06,No
127,KINGSVIEW CLUB,Nevada,047272-1463,Brenden Dixon,Nevada,808-01-06,No
128,Bruxelles,Nevada,935080-2824,Brenden Dixon,Nevada,808-01-06,No
136,TAKOMA PARK PUB,Nevada,562552-4672,Brenden Dixon,Nevada,808-01-06,No
160,BALDUCCI'S,Nevada,189932-3255,Brenden Dixon,Nevada,808-01-06,Yes
208,SEOULFOOD DC,Nevada,328119-7933,Brenden Dixon,Nevada,808-01-06,Yes
224,Giza Hookah Lounge,Nevada,309407-2687,Brenden Dixon,Nevada,808-01-06,Yes
67,Moonshiner,Florida,807305-7500,Samson Meyer,Florida,449-65-00,No
74,Aux Folies,Florida,178856-0090,Samson Meyer,Florida,449-65-00,No
87,Neko,Florida,097147-8367,Samson Meyer,Florida,449-65-00,No
119,SHALOM STRICTLY KOSHER MEATS,Florida,077097-3972,Samson Meyer,Florida,449-65-00,No
158,SOUTHLAWN RESTAURANT,Florida,558375-0236,Samson Meyer,Florida,449-65-00,No
161,Artesian,Florida,023683-4925,Samson Meyer,Florida,449-65-00,No
228,BACCHUS OF LEBANON,Florida,397549-9173,Samson Meyer,Florida,449-65-00,Yes
246,Brass Monkey,Florida,704506-9023,Samson Meyer,Florida,449-65-00,No
33,BARKING MAD CAFE,Montana,173337-7970,Cailin Lang,Montana,289-13-09,Yes
58,La Commune,Montana,273086-1339,Cailin Lang,Montana,289-13-09,Yes
59,La Fontaine de Belleville,Montana,035952-6936,Cailin Lang,Montana,289-13-09,No
241,CANOPY,Montana,993738-4536,Cailin Lang,Montana,289-13-09,Yes
48,LOCK 72 KITCHEN & BAR,Wyoming,797572-9430,Shaeleigh Arnold,Wyoming,471-82-09,No
100,Vermuteria,Wyoming,196332-2001,Shaeleigh Arnold,Wyoming,471-82-09,No
113,ALL SET,Wyoming,604478-1638,Shaeleigh Arnold,Wyoming,471-82-09,Yes
118,Lord John Russell Pub,Wyoming,804154-3375,Shaeleigh Arnold,Wyoming,471-82-09,Yes
138,OLD TOWN POUR HOUSE,Wyoming,722716-4519,Shaeleigh Arnold,Wyoming,471-82-09,Yes
173,PETER CHANG'S CHINA BISTRO,Wyoming,578989-6023,Shaeleigh Arnold,Wyoming,471-82-09,Yes
67,Moonshiner,Florida,807305-7500,Brody Hopper,Florida,677-53-06,Yes
74,Aux Folies,Florida,178856-0090,Brody Hopper,Florida,677-53-06,Yes
87,Neko,Florida,097147-8367,Brody Hopper,Florida,677-53-06,Yes
119,SHALOM STRICTLY KOSHER MEATS,Florida,077097-3972,Brody Hopper,Florida,677-53-06,Yes
158,SOUTHLAWN RESTAURANT,Florida,558375-0236,Brody Hopper,Florida,677-53-06,Yes
161,Artesian,Florida,023683-4925,Brody Hopper,Florida,677-53-06,No
228,BACCHUS OF LEBANON,Florida,397549-9173,Brody Hopper,Florida,677-53-06,Yes
246,Brass Monkey,Florida,704506-9023,Brody Hopper,Florida,677-53-06,No
124,THE GREENE TURTLE-Az,Arizona,272426-2650,Peter Potts,Arizona,088-61-01,Yes
153,CANA BEER & WINE,Arizona,192695-6895,Peter Potts,Arizona,088-61-01,No
6,PINEY BRANCH PUB,Minnesota,574707-0877,Rudyard Maldonado,Minnesota,183-22-03,Yes
18,BECLAWS,Minnesota,269500-5799,Rudyard Maldonado,Minnesota,183-22-03,Yes
157,TARA THAI RESTAURANT,Minnesota,033029-0636,Rudyard Maldonado,Minnesota,183-22-03,Yes
183,EVA LOUNGE,Minnesota,243206-3382,Rudyard Maldonado,Minnesota,183-22-03,Yes
212,EL SOL SALVADOREAN & MEXICAN REST.,Minnesota,519829-9801,Rudyard Maldonado,Minnesota,183-22-03,No
137,Budvar,Maine,826130-4276,Orla Howard,Maine,195-49-03,No
168,The Rivoli Bar,Maine,726147-6027,Orla Howard,Maine,195-49-03,No
191,ARMAND'S PIZZERIA & GRILLE,Maine,506492-2536,Orla Howard,Maine,195-49-03,No
215,St. James Tavern,Maine,454665-2704,Orla Howard,Maine,195-49-03,Yes
219,Coconut Willie's Cocktail Lounge,Maine,103228-2632,Orla Howard,Maine,195-49-03,No
19,The Blank Club,North Carolina,307264-2642,Evan West,North Carolina,044-52-09,Yes
22,J N K BEER & WINE,North Carolina,368909-3791,Evan West,North Carolina,044-52-09,No
34,MELLOW MUSHROOM,North Carolina,826547-8266,Evan West,North Carolina,044-52-09,No
56,SHANGHAI VILLAGE,North Carolina,329549-8939,Evan West,North Carolina,044-52-09,No
24,PIZZERIA DAMARCO,Washington,443927-4046,Willow Mcdaniel,Washington,101-93-09,No
96,EL AMATE RESTAURANT,Washington,284564-0263,Willow Mcdaniel,Washington,101-93-09,Yes
101,M&BZ,Washington,474140-4315,Willow Mcdaniel,Washington,101-93-09,Yes
243,BANGKOK GARDEN RESTAURANT,Washington,577007-7120,Willow Mcdaniel,Washington,101-93-09,No
124,THE GREENE TURTLE-Az,Arizona,272426-2650,Ivy Stanley,Arizona,121-29-00,No
153,CANA BEER & WINE,Arizona,192695-6895,Ivy Stanley,Arizona,121-29-00,Yes
90,Guns & Bears Pub,Louisiana,066604-4524,Zenaida Duran,Louisiana,109-72-08,No
105,The Lounge,Louisiana,557061-3801,Zenaida Duran,Louisiana,109-72-08,No
177,YEKTA KABOBI,Louisiana,018125-2537,Zenaida Duran,Louisiana,109-72-08,Yes
180,EL PATIO,Louisiana,266006-4748,Zenaida Duran,Louisiana,109-72-08,Yes
194,TOKYO SUSHI,Louisiana,963932-2784,Zenaida Duran,Louisiana,109-72-08,Yes
209,TEX'S PLACE,Louisiana,137395-0748,Zenaida Duran,Louisiana,109-72-08,Yes
240,BENIHANA OF TOKYO,Louisiana,746233-3159,Zenaida Duran,Louisiana,109-72-08,No
244,AMALFI RISTORANTE,Louisiana,128083-8887,Zenaida Duran,Louisiana,109-72-08,Yes
52,EGGSPECTATION,Missouri,459940-2189,Cody Cotton,Missouri,348-47-02,Yes
54,L'Ours Bar,Missouri,402911-2895,Cody Cotton,Missouri,348-47-02,Yes
134,Genatzvale Hall,Missouri,825794-2857,Cody Cotton,Missouri,348-47-02,No
150,CHOICE ,Missouri,075626-4206,Cody Cotton,Missouri,348-47-02,Yes
223,SILVER,Missouri,716079-8588,Cody Cotton,Missouri,348-47-02,Yes
90,Guns & Bears Pub,Louisiana,066604-4524,Gannon Terrell,Louisiana,055-50-00,Yes
105,The Lounge,Louisiana,557061-3801,Gannon Terrell,Louisiana,055-50-00,No
177,YEKTA KABOBI,Louisiana,018125-2537,Gannon Terrell,Louisiana,055-50-00,No
180,EL PATIO,Louisiana,266006-4748,Gannon Terrell,Louisiana,055-50-00,Yes
194,TOKYO SUSHI,Louisiana,963932-2784,Gannon Terrell,Louisiana,055-50-00,No
209,TEX'S PLACE,Louisiana,137395-0748,Gannon Terrell,Louisiana,055-50-00,Yes
240,BENIHANA OF TOKYO,Louisiana,746233-3159,Gannon Terrell,Louisiana,055-50-00,Yes
244,AMALFI RISTORANTE,Louisiana,128083-8887,Gannon Terrell,Louisiana,055-50-00,No
17,The Backbeat,Pennsylvania,845635-3971,Merrill Hernandez,Pennsylvania,826-94-07,No
57,La Mezcaleria,Pennsylvania,059219-3288,Merrill Hernandez,Pennsylvania,826-94-07,No
65,EL MARIACHI,Pennsylvania,107629-9856,Merrill Hernandez,Pennsylvania,826-94-07,Yes
122,Tweed&Stout,Pennsylvania,443862-2740,Merrill Hernandez,Pennsylvania,826-94-07,Yes
133,DAD'S BEER ,Pennsylvania,987820-7241,Merrill Hernandez,Pennsylvania,826-94-07,Yes
231,OUTTA THE WAY CAFE,Pennsylvania,993879-6407,Merrill Hernandez,Pennsylvania,826-94-07,Yes
235,MINERVA INDIAN CUISINE,Pennsylvania,636663-6196,Merrill Hernandez,Pennsylvania,826-94-07,Yes
19,The Blank Club,North Carolina,307264-2642,Kiona Pugh,North Carolina,270-20-05,No
22,J N K BEER & WINE,North Carolina,368909-3791,Kiona Pugh,North Carolina,270-20-05,Yes
34,MELLOW MUSHROOM,North Carolina,826547-8266,Kiona Pugh,North Carolina,270-20-05,No
56,SHANGHAI VILLAGE,North Carolina,329549-8939,Kiona Pugh,North Carolina,270-20-05,No
88,Porosello,Illinois,775033-0743,Xerxes Snow,Illinois,684-99-04,Yes
89,TOTAL BAR,Illinois,532821-8028,Xerxes Snow,Illinois,684-99-04,Yes
154,Satan's Whiskers,Illinois,786366-9730,Xerxes Snow,Illinois,684-99-04,No
155,Beaufort Bar,Illinois,934943-7856,Xerxes Snow,Illinois,684-99-04,Yes
174,HOT POT LEGEND,Illinois,268449-3063,Xerxes Snow,Illinois,684-99-04,Yes
201,MAMMA LENA,Illinois,287813-8268,Xerxes Snow,Illinois,684-99-04,No
39,COUNTRY BOY CLUB,Oklahoma,565494-6333,Hyacinth Rush,Oklahoma,851-90-07,Yes
47,SAMANTHA'S,Oklahoma,065321-9717,Hyacinth Rush,Oklahoma,851-90-07,No
70,Bar Hemingway,Oklahoma,573547-0154,Hyacinth Rush,Oklahoma,851-90-07,No
80,NEWS EXPRESS,Oklahoma,615857-5438,Hyacinth Rush,Oklahoma,851-90-07,Yes
165,OLNEY ALE HOUSE,Oklahoma,103007-8750,Hyacinth Rush,Oklahoma,851-90-07,Yes
169,The Bloomsbury Club Bar,Oklahoma,032912-1156,Hyacinth Rush,Oklahoma,851-90-07,Yes
104,TRATTORIA SORRENTO,Kentucky,692127-6439,Imogene Faulkner,Kentucky,166-44-09,No
143,Respublika,Kentucky,457966-5128,Imogene Faulkner,Kentucky,166-44-09,Yes
152,Tavern U Okolitsy,Kentucky,302168-0412,Imogene Faulkner,Kentucky,166-44-09,Yes
192,TAIPEI CAFE,Kentucky,083408-0624,Imogene Faulkner,Kentucky,166-44-09,Yes
198,Long Bar,Kentucky,395573-9457,Imogene Faulkner,Kentucky,166-44-09,Yes
39,COUNTRY BOY CLUB,Oklahoma,565494-6333,Barry West,Oklahoma,237-49-01,No
47,SAMANTHA'S,Oklahoma,065321-9717,Barry West,Oklahoma,237-49-01,No
70,Bar Hemingway,Oklahoma,573547-0154,Barry West,Oklahoma,237-49-01,No
80,NEWS EXPRESS,Oklahoma,615857-5438,Barry West,Oklahoma,237-49-01,Yes
165,OLNEY ALE HOUSE,Oklahoma,103007-8750,Barry West,Oklahoma,237-49-01,Yes
169,The Bloomsbury Club Bar,Oklahoma,032912-1156,Barry West,Oklahoma,237-49-01,Yes
37,VACE,Michigan,798423-6294,Regan Rutledge,Michigan,858-74-03,No
145,Beertep Craft Pub,Michigan,052726-7009,Regan Rutledge,Michigan,858-74-03,Yes
188,UNPLUGGED SPORT BAR & RESTAURANT,Michigan,703500-7595,Regan Rutledge,Michigan,858-74-03,No
229,CHAPALA RESTAURANT,Michigan,659157-0376,Regan Rutledge,Michigan,858-74-03,No
230,LONGHORN STEAKHOUSE,Michigan,039890-9002,Regan Rutledge,Michigan,858-74-03,No
76,ADDISU GEBEYA,Kansas,659375-5835,William Pratt,Kansas,468-24-07,No
92,Belgian Pub BeerHouse,Kansas,416665-7371,William Pratt,Kansas,468-24-07,No
196,St. George's Tavern,Kansas,922270-1568,William Pratt,Kansas,468-24-07,Yes
234,THAI AT SILVER SPRING,Kansas,887258-6824,William Pratt,Kansas,468-24-07,No
125,SPRING BEER HOUSE,Nevada,556027-9498,Travis Hinton,Nevada,503-23-09,Yes
127,KINGSVIEW CLUB,Nevada,047272-1463,Travis Hinton,Nevada,503-23-09,Yes
128,Bruxelles,Nevada,935080-2824,Travis Hinton,Nevada,503-23-09,No
136,TAKOMA PARK PUB,Nevada,562552-4672,Travis Hinton,Nevada,503-23-09,No
160,BALDUCCI'S,Nevada,189932-3255,Travis Hinton,Nevada,503-23-09,Yes
208,SEOULFOOD DC,Nevada,328119-7933,Travis Hinton,Nevada,503-23-09,Yes
224,Giza Hookah Lounge,Nevada,309407-2687,Travis Hinton,Nevada,503-23-09,Yes
23,KWIK BAR & GRILL,Wisconsin,343655-3428,Brooke Luna,Wisconsin,369-73-09,No
35,WORLD OF BEER,Wisconsin,749156-9476,Brooke Luna,Wisconsin,369-73-09,No
141,John Bull Pub,Wisconsin,936645-6904,Brooke Luna,Wisconsin,369-73-09,Yes
147,Humble Grape - Battersea,Wisconsin,289362-8384,Brooke Luna,Wisconsin,369-73-09,No
248,The Italian Job,Wisconsin,664654-3022,Brooke Luna,Wisconsin,369-73-09,Yes
30,FINNEGAN'S WAKE IRISH PUB,Virginia,267320-6500,Sierra Bartlett,Virginia,521-21-08,No
144,STAINED GLASS PUB,Virginia,033215-5373,Sierra Bartlett,Virginia,521-21-08,Yes
190,The Wigmore,Virginia,785196-5934,Sierra Bartlett,Virginia,521-21-08,Yes
211,THELO GREEK GRILL,Virginia,577421-5163,Sierra Bartlett,Virginia,521-21-08,Yes
217,CLUB 175,Virginia,843001-5555,Sierra Bartlett,Virginia,521-21-08,No
30,FINNEGAN'S WAKE IRISH PUB,Virginia,267320-6500,Barclay Mcfadden,Virginia,505-55-01,Yes
144,STAINED GLASS PUB,Virginia,033215-5373,Barclay Mcfadden,Virginia,505-55-01,Yes
190,The Wigmore,Virginia,785196-5934,Barclay Mcfadden,Virginia,505-55-01,Yes
211,THELO GREEK GRILL,Virginia,577421-5163,Barclay Mcfadden,Virginia,505-55-01,Yes
217,CLUB 175,Virginia,843001-5555,Barclay Mcfadden,Virginia,505-55-01,Yes
6,PINEY BRANCH PUB,Minnesota,574707-0877,Kibo Merritt,Minnesota,834-10-04,Yes
18,BECLAWS,Minnesota,269500-5799,Kibo Merritt,Minnesota,834-10-04,No
157,TARA THAI RESTAURANT,Minnesota,033029-0636,Kibo Merritt,Minnesota,834-10-04,Yes
183,EVA LOUNGE,Minnesota,243206-3382,Kibo Merritt,Minnesota,834-10-04,Yes
212,EL SOL SALVADOREAN & MEXICAN REST.,Minnesota,519829-9801,Kibo Merritt,Minnesota,834-10-04,Yes
3,Il Fornaio,New York,698268-4422,Richard Montoya,New York,475-25-07,No
8,Blue Tattoo,New York,768883-3750,Richard Montoya,New York,475-25-07,Yes
78,Monsieur Antoine,New York,522107-1714,Richard Montoya,New York,475-25-07,No
106,SALA THAI ,New York,339365-4516,Richard Montoya,New York,475-25-07,No
146,CRISTINA'S ITALIAN RISTORANTE,New York,944800-8871,Richard Montoya,New York,475-25-07,No
11,BROOKVILLE EATERY,Georgia,405616-0742,Kylee Greer,Georgia,835-91-01,No
25,Britannia Arms,Georgia,033266-5462,Kylee Greer,Georgia,835-91-01,Yes
129,SAFEWAY,Georgia,076279-9393,Kylee Greer,Georgia,835-91-01,No
130,Anderdog,Georgia,426308-0014,Kylee Greer,Georgia,835-91-01,Yes
140,MAPLE BEER AND WINE,Georgia,624171-7682,Kylee Greer,Georgia,835-91-01,Yes
176,PETER'S GRILL,Georgia,567033-1627,Kylee Greer,Georgia,835-91-01,No
181,MIX BAR & GRILL,Georgia,167553-1543,Kylee Greer,Georgia,835-91-01,Yes
225,Hedley Club,Georgia,627764-8355,Kylee Greer,Georgia,835-91-01,No
10,MAMMA LUCIA,Maryland,825954-1152,Oren Baird,Maryland,178-79-04,No
21,The Shark and Rose,Maryland,385233-3057,Oren Baird,Maryland,178-79-04,No
32,EL PAISANO,Maryland,269448-6792,Oren Baird,Maryland,178-79-04,Yes
38,WHEATON WINERY,Maryland,426942-2970,Oren Baird,Maryland,178-79-04,Yes
82,POSITANO RISTORANTE ITALIANO,Maryland,784026-4704,Oren Baird,Maryland,178-79-04,Yes
93,MIDWAY PUB,Maryland,589827-6299,Oren Baird,Maryland,178-79-04,No
67,Moonshiner,Florida,807305-7500,Leila Cobb,Florida,526-08-08,Yes
74,Aux Folies,Florida,178856-0090,Leila Cobb,Florida,526-08-08,No
87,Neko,Florida,097147-8367,Leila Cobb,Florida,526-08-08,No
119,SHALOM STRICTLY KOSHER MEATS,Florida,077097-3972,Leila Cobb,Florida,526-08-08,No
158,SOUTHLAWN RESTAURANT,Florida,558375-0236,Leila Cobb,Florida,526-08-08,Yes
161,Artesian,Florida,023683-4925,Leila Cobb,Florida,526-08-08,No
228,BACCHUS OF LEBANON,Florida,397549-9173,Leila Cobb,Florida,526-08-08,Yes
246,Brass Monkey,Florida,704506-9023,Leila Cobb,Florida,526-08-08,Yes
76,ADDISU GEBEYA,Kansas,659375-5835,Rogan Moss,Kansas,568-90-08,No
92,Belgian Pub BeerHouse,Kansas,416665-7371,Rogan Moss,Kansas,568-90-08,No
196,St. George's Tavern,Kansas,922270-1568,Rogan Moss,Kansas,568-90-08,No
234,THAI AT SILVER SPRING,Kansas,887258-6824,Rogan Moss,Kansas,568-90-08,No
37,VACE,Michigan,798423-6294,Ezekiel Castro,Michigan,831-23-01,Yes
145,Beertep Craft Pub,Michigan,052726-7009,Ezekiel Castro,Michigan,831-23-01,Yes
188,UNPLUGGED SPORT BAR & RESTAURANT,Michigan,703500-7595,Ezekiel Castro,Michigan,831-23-01,Yes
229,CHAPALA RESTAURANT,Michigan,659157-0376,Ezekiel Castro,Michigan,831-23-01,Yes
230,LONGHORN STEAKHOUSE,Michigan,039890-9002,Ezekiel Castro,Michigan,831-23-01,No
15,GOLF ULTRA LOUNGE,Colorado,008054-3713,Caryn Kidd,Colorado,504-70-01,Yes
45,FOUR U,Colorado,436611-7341,Caryn Kidd,Colorado,504-70-01,No
75,TARA THAI,Colorado,514464-4324,Caryn Kidd,Colorado,504-70-01,No
148,OLAZZO RESTAURANT,Colorado,544976-6244,Caryn Kidd,Colorado,504-70-01,Yes
171,BETHESDA CRAB HOUSE,Colorado,789601-4995,Caryn Kidd,Colorado,504-70-01,Yes
1,TACO BAR,New Hampshire,417478-9703,Derek Stuart,New Hampshire,003-81-05,No
27,PARTY TIME LOUNGE,New Hampshire,513075-0960,Derek Stuart,New Hampshire,003-81-05,Yes
62,CUBA DE AYER,New Hampshire,746894-2946,Derek Stuart,New Hampshire,003-81-05,Yes
63,THE YO YO CAFE,New Hampshire,347113-2062,Derek Stuart,New Hampshire,003-81-05,Yes
64,En Vrac,New Hampshire,065245-1634,Derek Stuart,New Hampshire,003-81-05,No
1,TACO BAR,New Hampshire,417478-9703,Connor Peters,New Hampshire,569-59-09,Yes
27,PARTY TIME LOUNGE,New Hampshire,513075-0960,Connor Peters,New Hampshire,569-59-09,Yes
62,CUBA DE AYER,New Hampshire,746894-2946,Connor Peters,New Hampshire,569-59-09,No
63,THE YO YO CAFE,New Hampshire,347113-2062,Connor Peters,New Hampshire,569-59-09,No
64,En Vrac,New Hampshire,065245-1634,Connor Peters,New Hampshire,569-59-09,No
124,THE GREENE TURTLE-Az,Arizona,272426-2650,Deanna Calhoun,Arizona,170-38-02,No
153,CANA BEER & WINE,Arizona,192695-6895,Deanna Calhoun,Arizona,170-38-02,Yes
88,Porosello,Illinois,775033-0743,Sybil Diaz,Illinois,301-19-03,No
89,TOTAL BAR,Illinois,532821-8028,Sybil Diaz,Illinois,301-19-03,No
154,Satan's Whiskers,Illinois,786366-9730,Sybil Diaz,Illinois,301-19-03,No
155,Beaufort Bar,Illinois,934943-7856,Sybil Diaz,Illinois,301-19-03,No
174,HOT POT LEGEND,Illinois,268449-3063,Sybil Diaz,Illinois,301-19-03,No
201,MAMMA LENA,Illinois,287813-8268,Sybil Diaz,Illinois,301-19-03,Yes
98,Pivbar Kolomenskoye,Connecticut,365700-4523,Dana Dennis,Connecticut,284-79-06,No
110,Mandy's Apothecary Irish Pub,Connecticut,036932-8331,Dana Dennis,Connecticut,284-79-06,Yes
115,Cabana,Connecticut,012286-7948,Dana Dennis,Connecticut,284-79-06,Yes
203,NEW VILLAGE RESTAURANT,Connecticut,034706-7472,Dana Dennis,Connecticut,284-79-06,No
237,HUNAN NIGHT,Connecticut,619242-8172,Dana Dennis,Connecticut,284-79-06,No
90,Guns & Bears Pub,Louisiana,066604-4524,Oliver Walsh,Louisiana,821-48-03,Yes
105,The Lounge,Louisiana,557061-3801,Oliver Walsh,Louisiana,821-48-03,No
177,YEKTA KABOBI,Louisiana,018125-2537,Oliver Walsh,Louisiana,821-48-03,Yes
180,EL PATIO,Louisiana,266006-4748,Oliver Walsh,Louisiana,821-48-03,Yes
194,TOKYO SUSHI,Louisiana,963932-2784,Oliver Walsh,Louisiana,821-48-03,Yes
209,TEX'S PLACE,Louisiana,137395-0748,Oliver Walsh,Louisiana,821-48-03,No
240,BENIHANA OF TOKYO,Louisiana,746233-3159,Oliver Walsh,Louisiana,821-48-03,Yes
244,AMALFI RISTORANTE,Louisiana,128083-8887,Oliver Walsh,Louisiana,821-48-03,Yes
6,PINEY BRANCH PUB,Minnesota,574707-0877,Craig Love,Minnesota,727-23-06,Yes
18,BECLAWS,Minnesota,269500-5799,Craig Love,Minnesota,727-23-06,No
157,TARA THAI RESTAURANT,Minnesota,033029-0636,Craig Love,Minnesota,727-23-06,No
183,EVA LOUNGE,Minnesota,243206-3382,Craig Love,Minnesota,727-23-06,Yes
212,EL SOL SALVADOREAN & MEXICAN REST.,Minnesota,519829-9801,Craig Love,Minnesota,727-23-06,No
52,EGGSPECTATION,Missouri,459940-2189,Lionel Quinn,Missouri,720-57-05,Yes
54,L'Ours Bar,Missouri,402911-2895,Lionel Quinn,Missouri,720-57-05,No
134,Genatzvale Hall,Missouri,825794-2857,Lionel Quinn,Missouri,720-57-05,Yes
150,CHOICE ,Missouri,075626-4206,Lionel Quinn,Missouri,720-57-05,Yes
223,SILVER,Missouri,716079-8588,Lionel Quinn,Missouri,720-57-05,No
33,BARKING MAD CAFE,Montana,173337-7970,Kameko Hardin,Montana,780-07-03,Yes
58,La Commune,Montana,273086-1339,Kameko Hardin,Montana,780-07-03,Yes
59,La Fontaine de Belleville,Montana,035952-6936,Kameko Hardin,Montana,780-07-03,Yes
241,CANOPY,Montana,993738-4536,Kameko Hardin,Montana,780-07-03,No
184,Belowzero Ice Bar,Texas,679007-3636,Roanna Hughes,Texas,470-71-04,Yes
186,RED BOWL,Texas,707445-3676,Roanna Hughes,Texas,470-71-04,Yes
195,The Coral Room,Texas,336670-1716,Roanna Hughes,Texas,470-71-04,Yes
207,WATERSHED CAFE,Texas,668344-5222,Roanna Hughes,Texas,470-71-04,No
245,The Chandos Arms,Texas,072616-5319,Roanna Hughes,Texas,470-71-04,No
98,Pivbar Kolomenskoye,Connecticut,365700-4523,Josephine Larsen,Connecticut,792-02-06,No
110,Mandy's Apothecary Irish Pub,Connecticut,036932-8331,Josephine Larsen,Connecticut,792-02-06,No
115,Cabana,Connecticut,012286-7948,Josephine Larsen,Connecticut,792-02-06,Yes
203,NEW VILLAGE RESTAURANT,Connecticut,034706-7472,Josephine Larsen,Connecticut,792-02-06,No
237,HUNAN NIGHT,Connecticut,619242-8172,Josephine Larsen,Connecticut,792-02-06,No
137,Budvar,Maine,826130-4276,Chelsea Holden,Maine,329-08-06,No
168,The Rivoli Bar,Maine,726147-6027,Chelsea Holden,Maine,329-08-06,Yes
191,ARMAND'S PIZZERIA & GRILLE,Maine,506492-2536,Chelsea Holden,Maine,329-08-06,No
215,St. James Tavern,Maine,454665-2704,Chelsea Holden,Maine,329-08-06,Yes
219,Coconut Willie's Cocktail Lounge,Maine,103228-2632,Chelsea Holden,Maine,329-08-06,No
33,BARKING MAD CAFE,Montana,173337-7970,McKenzie Kline,Montana,657-09-00,No
58,La Commune,Montana,273086-1339,McKenzie Kline,Montana,657-09-00,No
59,La Fontaine de Belleville,Montana,035952-6936,McKenzie Kline,Montana,657-09-00,No
241,CANOPY,Montana,993738-4536,McKenzie Kline,Montana,657-09-00,Yes
26,BOCA BOTANA'S,Utah,633641-0946,Hiram Henson,Utah,189-33-08,No
