id,Bar,BarState,License,Name,DrinkerState,SSN
314,Le Syndicat,Idaho,555889-1650,Evangeline Rivas,Idaho,575-25-07
315,Le Syndicat,Idaho,555889-1650,Ora Dudley,Idaho,528-79-08
316,Le Syndicat,Idaho,555889-1650,Baxter Gilliam,Idaho,410-47-04
317,Le Syndicat,Idaho,555889-1650,Jack Kline,Idaho,124-37-05
318,Le Syndicat,Idaho,555889-1650,Uta Abbott,Idaho,455-69-09
319,Le Syndicat,Idaho,555889-1650,Shana Keith,Idaho,745-47-00
320,Le Syndicat,Idaho,555889-1650,Noble Gomez,Idaho,895-70-09
321,Le Syndicat,Idaho,555889-1650,Jerry Holland,Idaho,312-35-00
322,Le Syndicat,Idaho,555889-1650,Leslie Lamb,Idaho,332-41-04
323,Le Syndicat,Idaho,555889-1650,Violet Castro,Idaho,133-59-06
324,Le Syndicat,Idaho,555889-1650,Connor Combs,Idaho,809-57-07
325,Le Syndicat,Idaho,555889-1650,Cedric Mason,Idaho,527-25-01
326,Le Syndicat,Idaho,555889-1650,Alvin Lamb,Idaho,019-37-08
327,Le Syndicat,Idaho,555889-1650,Rhonda Schmidt,Idaho,823-21-02
328,Le Syndicat,Idaho,555889-1650,Mark Gardner,Idaho,303-27-06
329,Le Syndicat,Idaho,555889-1650,Demetria Lee,Idaho,242-05-06
330,Le Syndicat,Idaho,555889-1650,Lucian Blackwell,Idaho,642-80-04
331,Le Syndicat,Idaho,555889-1650,Harding Sosa,Idaho,316-39-03
332,Le Syndicat,Idaho,555889-1650,Richard Colon,Idaho,332-19-01
333,Le Syndicat,Idaho,555889-1650,Hammett Williams,Idaho,150-92-01
334,Le Syndicat,Idaho,555889-1650,Ashely Woodward,Idaho,123-18-01
335,Le Syndicat,Idaho,555889-1650,Alan Shaffer,Idaho,720-50-07
336,Le Syndicat,Idaho,555889-1650,Olivia Ware,Idaho,745-79-07
337,Le Syndicat,Idaho,555889-1650,Helen Mendoza,Idaho,005-19-03
338,Le Syndicat,Idaho,555889-1650,Vernon Rojas,Idaho,301-90-02
339,Le Syndicat,Idaho,555889-1650,Lucas Knapp,Idaho,324-49-07
340,Le Syndicat,Idaho,555889-1650,Ali Harrell,Idaho,569-36-03
341,Le Syndicat,Idaho,555889-1650,Stacy Hurley,Idaho,121-03-09
342,Le Syndicat,Idaho,555889-1650,Paul Bennett,Idaho,456-13-07
343,Le Syndicat,Idaho,555889-1650,Brent Delaney,Idaho,431-66-04
344,Le Syndicat,Idaho,555889-1650,Dorothy Lowery,Idaho,626-63-02
345,Le Syndicat,Idaho,555889-1650,Merritt Salas,Idaho,254-80-04
346,Blue Tattoo,New York,768883-3750,Mallory Hughes,New York,221-42-06
347,Blue Tattoo,New York,768883-3750,Richard Montoya,New York,475-25-07
348,Blue Tattoo,New York,768883-3750,Kevin Weiss,New York,237-85-04
349,Blue Tattoo,New York,768883-3750,Lesley Mcgowan,New York,302-02-09
350,Blue Tattoo,New York,768883-3750,Alea Yang,New York,230-30-05
351,Blue Tattoo,New York,768883-3750,Alan Hardy,New York,806-32-08
352,Blue Tattoo,New York,768883-3750,Quamar Tyson,New York,676-17-03
353,Blue Tattoo,New York,768883-3750,Kermit Obrien,New York,104-22-06
354,Blue Tattoo,New York,768883-3750,Vance Avila,New York,090-47-08
355,Blue Tattoo,New York,768883-3750,Hammett Bradley,New York,248-77-09
356,Blue Tattoo,New York,768883-3750,Erich Meadows,New York,443-52-00
357,Blue Tattoo,New York,768883-3750,Felix Farmer,New York,734-36-00
358,Blue Tattoo,New York,768883-3750,Abdul Stokes,New York,821-24-00
359,Blue Tattoo,New York,768883-3750,Sylvester Lindsey,New York,701-05-08
360,Blue Tattoo,New York,768883-3750,Serena Alford,New York,537-32-04
361,Blue Tattoo,New York,768883-3750,Yardley Henry,New York,620-02-06
362,Blue Tattoo,New York,768883-3750,Bianca Diaz,New York,810-07-01
363,Blue Tattoo,New York,768883-3750,Indira Conrad,New York,008-02-04
364,Blue Tattoo,New York,768883-3750,Ria Donovan,New York,596-55-02
365,Blue Tattoo,New York,768883-3750,Baker Mayer,New York,643-93-08
366,Blue Tattoo,New York,768883-3750,Lucian Gallegos,New York,421-51-07
367,Blue Tattoo,New York,768883-3750,Louis Carson,New York,722-79-01
368,Blue Tattoo,New York,768883-3750,Madison Langley,New York,251-63-09
369,Blue Tattoo,New York,768883-3750,Louis Snyder,New York,489-55-04
370,Blue Tattoo,New York,768883-3750,Yeo Franklin,New York,206-21-01
371,The B-Hive,Nebraska,159927-7181,Clarke Hansen,Nebraska,530-71-02
372,The B-Hive,Nebraska,159927-7181,Velma Moses,Nebraska,539-44-06
373,The B-Hive,Nebraska,159927-7181,Lareina Vazquez,Nebraska,589-69-01
374,The B-Hive,Nebraska,159927-7181,Jolene Rivas,Nebraska,647-67-03
375,The B-Hive,Nebraska,159927-7181,Thaddeus Dalton,Nebraska,202-31-06
376,The B-Hive,Nebraska,159927-7181,Melvin Henson,Nebraska,284-85-06
377,The B-Hive,Nebraska,159927-7181,Ursula Carver,Nebraska,364-48-03
378,The B-Hive,Nebraska,159927-7181,Micah Oliver,Nebraska,010-73-02
379,The B-Hive,Nebraska,159927-7181,Baxter Parker,Nebraska,156-72-07
380,The B-Hive,Nebraska,159927-7181,Rajah Joseph,Nebraska,555-35-00
381,The B-Hive,Nebraska,159927-7181,Basil Weiss,Nebraska,293-62-00
382,The B-Hive,Nebraska,159927-7181,Quail Robertson,Nebraska,296-66-05
383,The B-Hive,Nebraska,159927-7181,James Burks,Nebraska,495-08-03
384,The B-Hive,Nebraska,159927-7181,Aaron Lewis,Nebraska,326-43-03
385,The B-Hive,Nebraska,159927-7181,Hilel Reese,Nebraska,307-19-03
386,The B-Hive,Nebraska,159927-7181,Gemma Joyner,Nebraska,291-26-09
387,The B-Hive,Nebraska,159927-7181,Lydia Reeves,Nebraska,550-60-06
388,The B-Hive,Nebraska,159927-7181,Quynn Everett,Nebraska,779-22-07
389,The B-Hive,Nebraska,159927-7181,Fuller Wiley,Nebraska,254-57-03
390,The B-Hive,Nebraska,159927-7181,Latifah Talley,Nebraska,249-60-01
391,The B-Hive,Nebraska,159927-7181,Kalia Solis,Nebraska,557-14-05
392,The B-Hive,Nebraska,159927-7181,Linus Wade,Nebraska,417-32-02
393,The B-Hive,Nebraska,159927-7181,Kadeem Durham,Nebraska,292-94-02
394,The B-Hive,Nebraska,159927-7181,Hayfa Garza,Nebraska,133-62-01
395,The B-Hive,Nebraska,159927-7181,Wynter Cook,Nebraska,257-11-04
396,The B-Hive,Nebraska,159927-7181,Stacy Cooke,Nebraska,149-71-07
397,The B-Hive,Nebraska,159927-7181,Salvador Cole,Nebraska,835-30-06
398,The B-Hive,Nebraska,159927-7181,Ariana Benton,Nebraska,645-02-02
399,The B-Hive,Nebraska,159927-7181,Sharon Obrien,Nebraska,711-02-09
400,The B-Hive,Nebraska,159927-7181,Anastasia Henson,Nebraska,496-91-08
401,The B-Hive,Nebraska,159927-7181,Phyllis Klein,Nebraska,895-64-02
402,The B-Hive,Nebraska,159927-7181,Leo Holder,Nebraska,173-80-08
403,The B-Hive,Nebraska,159927-7181,Evelyn Beard,Nebraska,321-27-03
404,The B-Hive,Nebraska,159927-7181,Dorian Tillman,Nebraska,627-31-09
405,The B-Hive,Nebraska,159927-7181,Noble Randall,Nebraska,387-24-04
406,The B-Hive,Nebraska,159927-7181,Caesar Sargent,Nebraska,531-31-09
407,The B-Hive,Nebraska,159927-7181,TaShya Moreno,Nebraska,260-96-00
408,The B-Hive,Nebraska,159927-7181,Molly Patrick,Nebraska,255-25-06
409,The B-Hive,Nebraska,159927-7181,Phelan Lott,Nebraska,164-91-07
410,The B-Hive,Nebraska,159927-7181,Amela Clements,Nebraska,861-35-01
411,The B-Hive,Nebraska,159927-7181,Murphy Delaney,Nebraska,857-79-09
412,The B-Hive,Nebraska,159927-7181,Colton Howe,Nebraska,380-67-07
413,The B-Hive,Nebraska,159927-7181,Hakeem Monroe,Nebraska,334-71-03
414,The B-Hive,Nebraska,159927-7181,Darius Mcclure,Nebraska,550-08-06
415,The B-Hive,Nebraska,159927-7181,Susan Howell,Nebraska,103-04-01
416,The B-Hive,Nebraska,159927-7181,Ignatius Cooper,Nebraska,448-73-01
417,The B-Hive,Nebraska,159927-7181,Eugenia Camacho,Nebraska,567-59-08
418,The B-Hive,Nebraska,159927-7181,Tamara Palmer,Nebraska,815-89-06
419,The B-Hive,Nebraska,159927-7181,Amy Velez,Nebraska,588-80-08
420,The B-Hive,Nebraska,159927-7181,Linda Logan,Nebraska,535-30-08
421,The B-Hive,Nebraska,159927-7181,Wesley Rutledge,Nebraska,805-55-06
422,The B-Hive,Nebraska,159927-7181,Deborah Conway,Nebraska,558-93-06
423,The B-Hive,Nebraska,159927-7181,Andrew Bruce,Nebraska,770-84-00
424,The B-Hive,Nebraska,159927-7181,Jenna King,Nebraska,480-81-00
425,The B-Hive,Nebraska,159927-7181,Molly Weaver,Nebraska,295-81-02
426,The B-Hive,Nebraska,159927-7181,Quincy Bailey,Nebraska,783-99-06
427,The B-Hive,Nebraska,159927-7181,Tamara Pope,Nebraska,758-57-08
428,The B-Hive,Nebraska,159927-7181,Clark Sloan,Nebraska,064-25-06
429,The B-Hive,Nebraska,159927-7181,Berk Mercer,Nebraska,525-72-02
430,The B-Hive,Nebraska,159927-7181,Hiram Stone,Nebraska,115-54-00
431,The B-Hive,Nebraska,159927-7181,Mannix Ross,Nebraska,829-13-09
432,The B-Hive,Nebraska,159927-7181,Hoyt Miles,Nebraska,580-82-09
433,The B-Hive,Nebraska,159927-7181,Joelle Keller,Nebraska,832-33-03
434,The B-Hive,Nebraska,159927-7181,Logan Buchanan,Nebraska,051-83-03
435,The B-Hive,Nebraska,159927-7181,Libby Avery,Nebraska,461-15-06
436,The B-Hive,Nebraska,159927-7181,Gil Knowles,Nebraska,449-43-02
437,MAMMA LUCIA,Maryland,825954-1152,MacKenzie Dennis,Maryland,645-67-01
438,MAMMA LUCIA,Maryland,825954-1152,Basil Wright,Maryland,553-23-05
439,MAMMA LUCIA,Maryland,825954-1152,Scarlett Sargent,Maryland,874-78-07
440,MAMMA LUCIA,Maryland,825954-1152,Eve Bray,Maryland,665-95-08
441,MAMMA LUCIA,Maryland,825954-1152,Sonya Haynes,Maryland,662-18-04
442,MAMMA LUCIA,Maryland,825954-1152,Sonya Nichols,Maryland,096-73-05
443,MAMMA LUCIA,Maryland,825954-1152,Aspen Petty,Maryland,432-75-05
444,MAMMA LUCIA,Maryland,825954-1152,Blaine Joyce,Maryland,338-89-08
445,MAMMA LUCIA,Maryland,825954-1152,Cassidy White,Maryland,005-49-01
446,MAMMA LUCIA,Maryland,825954-1152,Rose Chen,Maryland,878-90-05
447,MAMMA LUCIA,Maryland,825954-1152,Yael Buckley,Maryland,502-26-02
448,MAMMA LUCIA,Maryland,825954-1152,Reece Justice,Maryland,469-36-02
449,MAMMA LUCIA,Maryland,825954-1152,Price Trujillo,Maryland,216-91-08
450,MAMMA LUCIA,Maryland,825954-1152,Gregory Park,Maryland,443-60-03
451,MAMMA LUCIA,Maryland,825954-1152,Keegan Bartlett,Maryland,116-69-08
452,MAMMA LUCIA,Maryland,825954-1152,Angelica Savage,Maryland,832-17-09
453,MAMMA LUCIA,Maryland,825954-1152,Xaviera Cleveland,Maryland,431-65-06
454,MAMMA LUCIA,Maryland,825954-1152,Lenore Wooten,Maryland,615-85-04
455,MAMMA LUCIA,Maryland,825954-1152,Sharon Trevino,Maryland,860-98-03
456,MAMMA LUCIA,Maryland,825954-1152,Rosalyn Dunlap,Maryland,029-61-09
457,MAMMA LUCIA,Maryland,825954-1152,Dillon Wilkerson,Maryland,509-16-06
458,MAMMA LUCIA,Maryland,825954-1152,Uta Ward,Maryland,848-81-08
459,MAMMA LUCIA,Maryland,825954-1152,Thomas Sampson,Maryland,101-96-02
460,MAMMA LUCIA,Maryland,825954-1152,Aileen Garrison,Maryland,193-97-06
461,MAMMA LUCIA,Maryland,825954-1152,Hasad Short,Maryland,726-56-04
462,MAMMA LUCIA,Maryland,825954-1152,Todd Cabrera,Maryland,694-46-02
463,MAMMA LUCIA,Maryland,825954-1152,Candice Merritt,Maryland,268-99-07
464,MAMMA LUCIA,Maryland,825954-1152,Colette Stanley,Maryland,154-69-07
465,MAMMA LUCIA,Maryland,825954-1152,Heather Jefferson,Maryland,704-85-04
466,MAMMA LUCIA,Maryland,825954-1152,Amery Bright,Maryland,872-81-06
467,MAMMA LUCIA,Maryland,825954-1152,Colette Shannon,Maryland,311-73-02
468,MAMMA LUCIA,Maryland,825954-1152,Keane Chase,Maryland,023-81-08
469,MAMMA LUCIA,Maryland,825954-1152,Kim Williamson,Maryland,703-70-07
470,MAMMA LUCIA,Maryland,825954-1152,Rhiannon Giles,Maryland,042-07-02
471,MAMMA LUCIA,Maryland,825954-1152,Ora Mcleod,Maryland,817-72-08
472,MAMMA LUCIA,Maryland,825954-1152,David Kinney,Maryland,689-39-08
473,MAMMA LUCIA,Maryland,825954-1152,Eaton Murphy,Maryland,054-70-05
474,MAMMA LUCIA,Maryland,825954-1152,Hilel Knowles,Maryland,371-12-07
475,MAMMA LUCIA,Maryland,825954-1152,Ulric Rosa,Maryland,270-35-02
476,MAMMA LUCIA,Maryland,825954-1152,Karly Vargas,Maryland,328-54-09
477,MAMMA LUCIA,Maryland,825954-1152,Madonna Daugherty,Maryland,408-07-07
478,MAMMA LUCIA,Maryland,825954-1152,Vaughan Berry,Maryland,291-31-05
479,MAMMA LUCIA,Maryland,825954-1152,Gareth Burt,Maryland,819-31-08
480,MAMMA LUCIA,Maryland,825954-1152,Paki Richmond,Maryland,485-57-01
481,MAMMA LUCIA,Maryland,825954-1152,Zenia Riggs,Maryland,738-43-00
482,MAMMA LUCIA,Maryland,825954-1152,Shelley Boyle,Maryland,649-70-07
483,MAMMA LUCIA,Maryland,825954-1152,Cailin Bishop,Maryland,649-88-04
484,MAMMA LUCIA,Maryland,825954-1152,Clarke Sanders,Maryland,422-14-04
485,MAMMA LUCIA,Maryland,825954-1152,Gregory Caldwell,Maryland,420-24-01
486,MAMMA LUCIA,Maryland,825954-1152,Miranda Shannon,Maryland,145-80-02
487,MAMMA LUCIA,Maryland,825954-1152,Charity Clark,Maryland,506-48-09
488,MAMMA LUCIA,Maryland,825954-1152,William Hoover,Maryland,349-81-05
489,MAMMA LUCIA,Maryland,825954-1152,Kirsten Parks,Maryland,651-88-04
490,MAMMA LUCIA,Maryland,825954-1152,Charles Watson,Maryland,693-22-05
491,MAMMA LUCIA,Maryland,825954-1152,Yolanda Flynn,Maryland,582-54-05
492,MAMMA LUCIA,Maryland,825954-1152,Eric Hubbard,Maryland,372-24-01
493,MAMMA LUCIA,Maryland,825954-1152,Cruz Rojas,Maryland,374-23-07
494,MAMMA LUCIA,Maryland,825954-1152,Shafira Dotson,Maryland,109-56-02
495,BROOKVILLE EATERY,Georgia,405616-0742,Kevyn Booker,Georgia,269-23-07
496,BROOKVILLE EATERY,Georgia,405616-0742,Linus Wade,Georgia,462-74-06
497,BROOKVILLE EATERY,Georgia,405616-0742,Jonas Ramos,Georgia,701-82-09
498,BROOKVILLE EATERY,Georgia,405616-0742,Orli Richard,Georgia,425-50-07
499,BROOKVILLE EATERY,Georgia,405616-0742,Pearl Callahan,Georgia,411-27-05
500,BROOKVILLE EATERY,Georgia,405616-0742,Guy Lucas,Georgia,682-66-06
501,BROOKVILLE EATERY,Georgia,405616-0742,Iola Nichols,Georgia,812-32-06
502,BROOKVILLE EATERY,Georgia,405616-0742,William Cherry,Georgia,212-63-01
503,BROOKVILLE EATERY,Georgia,405616-0742,Adena Winters,Georgia,045-50-01
504,BROOKVILLE EATERY,Georgia,405616-0742,Hannah Daugherty,Georgia,811-15-05
505,BROOKVILLE EATERY,Georgia,405616-0742,Gemma Lang,Georgia,230-83-08
506,BROOKVILLE EATERY,Georgia,405616-0742,Lacy Bright,Georgia,054-85-09
507,BROOKVILLE EATERY,Georgia,405616-0742,Matthew William,Georgia,444-82-02
508,BROOKVILLE EATERY,Georgia,405616-0742,Cyrus Herrera,Georgia,756-06-09
509,BROOKVILLE EATERY,Georgia,405616-0742,Lee Mayo,Georgia,813-26-00
510,BROOKVILLE EATERY,Georgia,405616-0742,Ulysses Kelley,Georgia,845-35-07
511,BROOKVILLE EATERY,Georgia,405616-0742,Marny Hardy,Georgia,392-91-09
512,BROOKVILLE EATERY,Georgia,405616-0742,Gail Stout,Georgia,476-51-09
513,BROOKVILLE EATERY,Georgia,405616-0742,Knox Hendricks,Georgia,059-79-07
514,BROOKVILLE EATERY,Georgia,405616-0742,Kyla Mckinney,Georgia,113-56-03
515,BROOKVILLE EATERY,Georgia,405616-0742,Gannon Knight,Georgia,769-88-00
516,BROOKVILLE EATERY,Georgia,405616-0742,Lara Lyons,Georgia,558-87-09
517,BROOKVILLE EATERY,Georgia,405616-0742,Cherokee Barlow,Georgia,401-26-07
518,BROOKVILLE EATERY,Georgia,405616-0742,Elijah Wilkins,Georgia,300-92-03
519,BROOKVILLE EATERY,Georgia,405616-0742,Duncan May,Georgia,796-06-06
520,BROOKVILLE EATERY,Georgia,405616-0742,Stella Curtis,Georgia,351-01-02
521,BROOKVILLE EATERY,Georgia,405616-0742,Petra Odom,Georgia,779-56-01
522,BROOKVILLE EATERY,Georgia,405616-0742,Kristen Cervantes,Georgia,624-87-00
523,BROOKVILLE EATERY,Georgia,405616-0742,Kerry Nicholson,Georgia,042-02-05
524,BROOKVILLE EATERY,Georgia,405616-0742,Lydia Rojas,Georgia,160-29-08
525,BROOKVILLE EATERY,Georgia,405616-0742,Jaime Velasquez,Georgia,138-94-06
526,BROOKVILLE EATERY,Georgia,405616-0742,Ivory Nichols,Georgia,123-48-03
527,BROOKVILLE EATERY,Georgia,405616-0742,Geoffrey Key,Georgia,670-60-08
528,BROOKVILLE EATERY,Georgia,405616-0742,Vivian Morse,Georgia,043-94-09
529,BROOKVILLE EATERY,Georgia,405616-0742,Todd Hensley,Georgia,196-02-05
530,BROOKVILLE EATERY,Georgia,405616-0742,Price Salinas,Georgia,050-63-02
531,BROOKVILLE EATERY,Georgia,405616-0742,Bernard Rutledge,Georgia,163-74-09
532,BROOKVILLE EATERY,Georgia,405616-0742,Cairo Ramos,Georgia,399-09-02
533,BROOKVILLE EATERY,Georgia,405616-0742,Alfreda Vasquez,Georgia,037-42-04
534,BROOKVILLE EATERY,Georgia,405616-0742,Hamilton Gill,Georgia,475-77-09
535,BROOKVILLE EATERY,Georgia,405616-0742,Baker Melendez,Georgia,896-17-00
536,BROOKVILLE EATERY,Georgia,405616-0742,Garrett Sweeney,Georgia,282-58-03
537,BROOKVILLE EATERY,Georgia,405616-0742,Ezekiel Macdonald,Georgia,194-75-09
538,BROOKVILLE EATERY,Georgia,405616-0742,Renee Rose,Georgia,105-62-07
539,BROOKVILLE EATERY,Georgia,405616-0742,Lyle Jefferson,Georgia,362-49-06
540,BROOKVILLE EATERY,Georgia,405616-0742,Vincent Kaufman,Georgia,077-74-07
541,BROOKVILLE EATERY,Georgia,405616-0742,Melvin Griffith,Georgia,866-21-03
542,BROOKVILLE EATERY,Georgia,405616-0742,Lane Craig,Georgia,201-68-00
543,Le Mary Céleste,Alabama,498082-1021,Hope Carver,Alabama,628-99-09
544,Le Mary Céleste,Alabama,498082-1021,Basil Haley,Alabama,192-47-04
545,Le Mary Céleste,Alabama,498082-1021,Kellie Lynch,Alabama,196-32-04
546,Le Mary Céleste,Alabama,498082-1021,Kimberly Downs,Alabama,878-31-02
547,Le Mary Céleste,Alabama,498082-1021,Keith Hudson,Alabama,513-63-07
548,Le Mary Céleste,Alabama,498082-1021,Hu Goodman,Alabama,646-21-08
549,Le Mary Céleste,Alabama,498082-1021,Noah Wilder,Alabama,033-97-05
550,Le Mary Céleste,Alabama,498082-1021,Emery Pugh,Alabama,285-20-01
551,Le Mary Céleste,Alabama,498082-1021,Martena Pruitt,Alabama,317-62-02
552,Le Mary Céleste,Alabama,498082-1021,Fuller Ballard,Alabama,223-07-05
553,Le Mary Céleste,Alabama,498082-1021,Emerald Buck,Alabama,366-83-08
554,Le Mary Céleste,Alabama,498082-1021,Ferdinand Solis,Alabama,161-27-08
555,Le Mary Céleste,Alabama,498082-1021,Noelle Hanson,Alabama,140-25-03
556,Le Mary Céleste,Alabama,498082-1021,Frances Rosa,Alabama,584-09-08
557,Le Mary Céleste,Alabama,498082-1021,Noel Reese,Alabama,467-25-04
558,Le Mary Céleste,Alabama,498082-1021,Dominic Fowler,Alabama,868-60-09
559,Le Mary Céleste,Alabama,498082-1021,Raven Porter,Alabama,658-10-08
560,Le Mary Céleste,Alabama,498082-1021,Shay Rosario,Alabama,077-20-04
561,Le Mary Céleste,Alabama,498082-1021,Caldwell Leonard,Alabama,797-05-08
562,Le Mary Céleste,Alabama,498082-1021,Driscoll Dominguez,Alabama,617-27-05
563,Le Mary Céleste,Alabama,498082-1021,Shaine Richardson,Alabama,792-46-06
564,Le Mary Céleste,Alabama,498082-1021,Isadora Jimenez,Alabama,401-26-03
565,Le Mary Céleste,Alabama,498082-1021,Shana Lowery,Alabama,513-18-08
566,Le Mary Céleste,Alabama,498082-1021,Darryl Jarvis,Alabama,101-26-08
567,Le Mary Céleste,Alabama,498082-1021,Illana Cantu,Alabama,086-44-04
568,Le Mary Céleste,Alabama,498082-1021,Bevis Kirby,Alabama,625-76-03
569,Le Mary Céleste,Alabama,498082-1021,Nash Morgan,Alabama,629-61-00
570,Le Mary Céleste,Alabama,498082-1021,Melvin Pruitt,Alabama,575-09-05
571,Le Mary Céleste,Alabama,498082-1021,Vielka Travis,Alabama,449-56-05
572,Le Mary Céleste,Alabama,498082-1021,Clarke Clark,Alabama,699-14-08
573,Le Mary Céleste,Alabama,498082-1021,Lev Suarez,Alabama,675-01-05
574,Le Mary Céleste,Alabama,498082-1021,Cruz Acevedo,Alabama,422-55-07
575,Le Mary Céleste,Alabama,498082-1021,Holmes Griffith,Alabama,796-78-00
576,Le Mary Céleste,Alabama,498082-1021,Ciaran Bell,Alabama,478-72-03
577,Le Mary Céleste,Alabama,498082-1021,Raja Branch,Alabama,033-83-05
578,Le Mary Céleste,Alabama,498082-1021,Charles Villarreal,Alabama,377-33-00
579,Le Mary Céleste,Alabama,498082-1021,Cecilia Larson,Alabama,675-98-06
580,Le Mary Céleste,Alabama,498082-1021,Garrett Hahn,Alabama,254-08-03
581,Le Mary Céleste,Alabama,498082-1021,Emery Ryan,Alabama,870-74-06
582,Le Mary Céleste,Alabama,498082-1021,Chloe Wilkins,Alabama,194-32-04
583,Le Mary Céleste,Alabama,498082-1021,Lareina Cole,Alabama,427-41-06
584,Le Mary Céleste,Alabama,498082-1021,Nathaniel Gates,Alabama,718-79-00
585,Le Mary Céleste,Alabama,498082-1021,Minerva Colon,Alabama,181-73-01
586,Le Mary Céleste,Alabama,498082-1021,Isabelle Hammond,Alabama,176-84-06
587,Le Mary Céleste,Alabama,498082-1021,Mufutau Acevedo,Alabama,674-79-03
588,Le Mary Céleste,Alabama,498082-1021,Walker Landry,Alabama,440-20-08
589,THE BARKING DOG,South Carolina,953633-2746,Margaret Walton,South Carolina,135-22-06
590,THE BARKING DOG,South Carolina,953633-2746,Ulysses Clayton,South Carolina,200-90-03
591,THE BARKING DOG,South Carolina,953633-2746,Caldwell Mcdonald,South Carolina,322-73-01
592,THE BARKING DOG,South Carolina,953633-2746,Kiara Kirby,South Carolina,158-54-02
593,THE BARKING DOG,South Carolina,953633-2746,Ulla Baker,South Carolina,419-72-03
594,THE BARKING DOG,South Carolina,953633-2746,Ivan Richmond,South Carolina,377-14-03
595,THE BARKING DOG,South Carolina,953633-2746,Mason Mendoza,South Carolina,170-20-04
596,THE BARKING DOG,South Carolina,953633-2746,Wesley Richmond,South Carolina,796-66-06
597,THE BARKING DOG,South Carolina,953633-2746,Uriel Hoover,South Carolina,386-81-00
598,THE BARKING DOG,South Carolina,953633-2746,Anastasia Garrison,South Carolina,448-03-01
599,THE BARKING DOG,South Carolina,953633-2746,Evan Day,South Carolina,267-70-03
600,THE BARKING DOG,South Carolina,953633-2746,Doris Anthony,South Carolina,382-47-01
601,THE BARKING DOG,South Carolina,953633-2746,Lucas Bush,South Carolina,194-82-03
602,THE BARKING DOG,South Carolina,953633-2746,Breanna Green,South Carolina,850-92-09
603,THE BARKING DOG,South Carolina,953633-2746,Selma Parks,South Carolina,404-81-00
604,THE BARKING DOG,South Carolina,953633-2746,Britanni Blevins,South Carolina,320-41-03
605,THE BARKING DOG,South Carolina,953633-2746,William Short,South Carolina,628-53-06
606,THE BARKING DOG,South Carolina,953633-2746,Ashely Hurst,South Carolina,609-09-09
607,THE BARKING DOG,South Carolina,953633-2746,Kasper Hess,South Carolina,071-20-06
608,THE BARKING DOG,South Carolina,953633-2746,Guy Torres,South Carolina,677-93-00
609,THE BARKING DOG,South Carolina,953633-2746,David Reynolds,South Carolina,400-21-02
610,SENOR TEQUILA'S,Delaware,744864-1998,Myles Montgomery,Delaware,055-29-07
611,SENOR TEQUILA'S,Delaware,744864-1998,Willa Ford,Delaware,707-71-04
612,SENOR TEQUILA'S,Delaware,744864-1998,Maris Kinney,Delaware,834-75-07
613,SENOR TEQUILA'S,Delaware,744864-1998,Dieter Aguirre,Delaware,254-65-03
614,SENOR TEQUILA'S,Delaware,744864-1998,Len Graham,Delaware,138-80-04
615,SENOR TEQUILA'S,Delaware,744864-1998,Ashton Leonard,Delaware,106-93-07
616,SENOR TEQUILA'S,Delaware,744864-1998,Jelani Patterson,Delaware,763-58-06
617,SENOR TEQUILA'S,Delaware,744864-1998,Jenette Carey,Delaware,260-25-06
618,SENOR TEQUILA'S,Delaware,744864-1998,Bell Rosales,Delaware,749-87-08
619,SENOR TEQUILA'S,Delaware,744864-1998,Rhea Beasley,Delaware,709-70-03
